itemid,hotelid,hotelname,features
302,166064,Romantik Hotel Im Weissen Rossl,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=telephone|amen=toiletries|amen=towels
303,166064,Romantik Hotel Im Weissen Rossl,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
304,166064,Romantik Hotel Im Weissen Rossl,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
305,166064,Romantik Hotel Im Weissen Rossl,ptype=hotels|star=4|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
306,166064,Romantik Hotel Im Weissen Rossl,ptype=hotels|star=4|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
307,166064,Romantik Hotel Im Weissen Rossl,ptype=hotels|star=4|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
308,166064,Romantik Hotel Im Weissen Rossl,ptype=hotels|star=4|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
309,166064,Romantik Hotel Im Weissen Rossl,ptype=hotels|star=4|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
310,166064,Romantik Hotel Im Weissen Rossl,ptype=hotels|star=4|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=shower|amen=tv
311,166942,Hotel Edelweiss,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
312,166942,Hotel Edelweiss,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=slippers|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
313,166942,Hotel Edelweiss,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=closet|amen=clothes rack|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=slippers|amen=smoke detector|amen=sofa|amen=soundproofing|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
314,166950,JUFA Hotel Deutschlandsberg,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=toiletries|amen=woodenparqueted flooring
315,166950,JUFA Hotel Deutschlandsberg,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=toiletries|amen=woodenparqueted flooring
316,166950,JUFA Hotel Deutschlandsberg,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=smoke detector|amen=toiletries|amen=woodenparqueted flooring
317,166950,JUFA Hotel Deutschlandsberg,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=smoke detector|amen=toiletries|amen=woodenparqueted flooring
318,166950,JUFA Hotel Deutschlandsberg,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=smoke detector|amen=toiletries|amen=woodenparqueted flooring
319,166950,JUFA Hotel Deutschlandsberg,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=smoke detector|amen=toiletries|amen=woodenparqueted flooring
320,166965,Hotel Regitnig,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=cleaning products|amen=closet|amen=clothes dryer|amen=clothes rack|amen=coffeetea maker|amen=dishwasher|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=kitchenware|amen=linens|amen=mirror|amen=private entrance|amen=refrigerator|amen=seating area|amen=separate dining area|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service|amen=washing machine|amen=woodenparqueted flooring
321,166965,Hotel Regitnig,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=cleaning products|amen=closet|amen=clothes dryer|amen=clothes rack|amen=coffeetea maker|amen=desk|amen=dishwasher|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=kitchenware|amen=linens|amen=mirror|amen=private entrance|amen=refrigerator|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=washing machine|amen=woodenparqueted flooring
322,166965,Hotel Regitnig,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=cleaning products|amen=closet|amen=clothes dryer|amen=clothes rack|amen=coffeetea maker|amen=dishwasher|amen=free wi-fi in all rooms|amen=full kitchen|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=kitchenware|amen=linens|amen=mirror|amen=private entrance|amen=refrigerator|amen=seating area|amen=separate dining area|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service|amen=washing machine|amen=woodenparqueted flooring
323,166965,Hotel Regitnig,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=whirlpool bathtub|amen=woodenparqueted flooring
324,166965,Hotel Regitnig,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=linens|amen=mirror|amen=seating area|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service|amen=woodenparqueted flooring
325,166965,Hotel Regitnig,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=linens|amen=mirror|amen=seating area|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service|amen=woodenparqueted flooring
326,166965,Hotel Regitnig,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=closet|amen=clothes rack|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=high chair|amen=in-room safe box|amen=linens|amen=mirror|amen=seating area|amen=telephone|amen=toiletries|amen=towels|amen=tv [flat screen]|amen=wake-up service|amen=woodenparqueted flooring
327,167007,Hotel Zum Verwalter Dornbirn,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=coffeetea maker|amen=desk|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=seating area|amen=toiletries|amen=towels|amen=woodenparqueted flooring
328,167007,Hotel Zum Verwalter Dornbirn,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=coffeetea maker|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=toiletries|amen=towels|amen=woodenparqueted flooring
329,167007,Hotel Zum Verwalter Dornbirn,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=coffeetea maker|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=toiletries|amen=towels|amen=woodenparqueted flooring
330,167010,Stadthotel Scharding,ptype=hotels|star=4|amen=air conditioning|amen=desk|amen=free wi-fi in all rooms|amen=in-room safe box|amen=satellitecable channels|amen=telephone|amen=toiletries
331,167010,Stadthotel Scharding,ptype=hotels|star=4|amen=air conditioning|amen=desk|amen=free wi-fi in all rooms|amen=in-room safe box|amen=satellitecable channels|amen=telephone|amen=toiletries
332,167010,Stadthotel Scharding,ptype=hotels|star=4|amen=air conditioning|amen=free wi-fi in all rooms|amen=in-room safe box|amen=toiletries|amen=tv [flat screen]
333,167012,Walliserhof,ptype=hotels|star=4|amen=additional bathroom|amen=air conditioning|amen=bathrobes|amen=closet|amen=coffeetea maker|amen=dvdcd player|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
334,167012,Walliserhof,ptype=hotels|star=4|amen=additional bathroom|amen=air conditioning|amen=bathrobes|amen=closet|amen=coffeetea maker|amen=dvdcd player|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
335,167012,Walliserhof,ptype=hotels|star=4|amen=additional bathroom|amen=air conditioning|amen=bathrobes|amen=closet|amen=coffeetea maker|amen=dvdcd player|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mini bar|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
336,167012,Walliserhof,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
337,167012,Walliserhof,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
338,167012,Walliserhof,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
339,167012,Walliserhof,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=carpeting|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
340,167012,Walliserhof,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=dvdcd player|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=shower|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
341,167012,Walliserhof,ptype=hotels|star=4|amen=air conditioning|amen=bathrobes|amen=dvdcd player|amen=free bottled water|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=mirror|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service
342,168137,Hotel Serles,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mirror|amen=seating area|amen=smoke detector|amen=telephone|amen=towels|amen=tv [flat screen]|amen=wake-up service
343,168137,Hotel Serles,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mirror|amen=seating area|amen=smoke detector|amen=telephone|amen=towels|amen=tv [flat screen]|amen=wake-up service
344,168137,Hotel Serles,ptype=hotels|star=4|amen=air conditioning|amen=alarm clock|amen=bathrobes|amen=carpeting|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=interconnecting rooms available|amen=linens|amen=mirror|amen=seating area|amen=smoke detector|amen=telephone|amen=towels|amen=tv [flat screen]|amen=wake-up service
345,169959,Gasthof Zum Stollhofer,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=shower|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
346,169959,Gasthof Zum Stollhofer,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=sofa|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
347,169959,Gasthof Zum Stollhofer,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
348,169959,Gasthof Zum Stollhofer,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
349,169959,Gasthof Zum Stollhofer,ptype=hotels|star=3|amen=air conditioning|amen=alarm clock|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=smoke detector|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
350,169959,Gasthof Zum Stollhofer,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=desk|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=satellitecable channels|amen=sofa|amen=telephone|amen=toiletries|amen=woodenparqueted flooring
351,171656,Pension Zum Romer,ptype=hotels|star=3|amen=air conditioning|amen=closet|amen=clothes rack|amen=free wi-fi in all rooms|amen=hair dryer|amen=heating|amen=in-room safe box|amen=linens|amen=satellitecable channels|amen=seating area|amen=separate dining area|amen=telephone|amen=toiletries|amen=towels|amen=wake-up service|amen=woodenparqueted flooring
